protein1Name	protein1ID	protein2Name	protein2ID	pmid	cellType	exprType	modification_date
MAX	17187	MGA	232714	20946988	MESC-J1	IP-MS	10/22/2010
MAX	17187	TRRAP	100683	20946988	MESC-J1	IP-MS	10/22/2010
MAX	17187	MNT	107894	20946988	MESC-J1	IP-MS	10/22/2010
MAX	17187	EP400	75560	20946988	MESC-J1	IP-MS	10/22/2010
MAX	17187	LMBL2	0	20946988	MESC-J1	IP-MS	10/22/2010
MAX	17187	DMAP1	66233	20946988	MESC-J1	IP-MS	10/22/2010
MAX	17187	MYCN	18109	20946988	MESC-J1	IP-MS	10/22/2010
MAX	17187	WDR5	140858	20946988	MESC-J1	IP-MS	10/22/2010
MAX	17187	RING2	14979	20946988	MESC-J1	IP-MS	10/22/2010
MAX	17187	MYC	78688	20946988	MESC-J1	IP-MS	10/22/2010
MAX	17187	TIP60	81601	20946988	MESC-J1	IP-MS	10/22/2010
MAX	17187	BRD8	78656	20946988	MESC-J1	IP-MS	10/22/2010
MAX	17187	MXI1	17859	20946988	MESC-J1	IP-MS	10/22/2010
MAX	17187	PCGF6	71041	20946988	MESC-J1	IP-MS	10/22/2010
MAX	17187	ACL6A	0	20946988	MESC-J1	IP-MS	10/22/2010
MAX	17187	HSP72	193740	20946988	MESC-J1	IP-MS	10/22/2010
DMAP1	66233	TRRAP	100683	20946988	MESC-J1	IP-MS	10/22/2010
DMAP1	66233	EP400	75560	20946988	MESC-J1	IP-MS	10/22/2010
DMAP1	66233	SRCAP	100043597	20946988	MESC-J1	IP-MS	10/22/2010
DMAP1	66233	BRD8	78656	20946988	MESC-J1	IP-MS	10/22/2010
DMAP1	66233	YETS4	0	20946988	MESC-J1	IP-MS	10/22/2010
DMAP1	66233	EPC2	227867	20946988	MESC-J1	IP-MS	10/22/2010
DMAP1	66233	EPC1	13831	20946988	MESC-J1	IP-MS	10/22/2010
DMAP1	66233	ARP6	67019	20946988	MESC-J1	IP-MS	10/22/2010
DMAP1	66233	TIP60	81601	20946988	MESC-J1	IP-MS	10/22/2010
DMAP1	66233	VPS72	21427	20946988	MESC-J1	IP-MS	10/22/2010
DMAP1	66233	ING3	71777	20946988	MESC-J1	IP-MS	10/22/2010
DMAP1	66233	ACTB	11461	20946988	MESC-J1	IP-MS	10/22/2010
DMAP1	66233	ACTG1	11465	20946988	MESC-J1	IP-MS	10/22/2010
DMAP1	66233	ACL6A	0	20946988	MESC-J1	IP-MS	10/22/2010
DMAP1	66233	RUVB1	0	20946988	MESC-J1	IP-MS	10/22/2010
DMAP1	66233	RUVB2	0	20946988	MESC-J1	IP-MS	10/22/2010
TIP60	81601	TRRAP	100683	20946988	MESC-J1	IP-MS	10/22/2010
TIP60	81601	EP400	75560	20946988	MESC-J1	IP-MS	10/22/2010
TIP60	81601	DMAP1	66233	20946988	MESC-J1	IP-MS	10/22/2010
TIP60	81601	BRD8	78656	20946988	MESC-J1	IP-MS	10/22/2010
TIP60	81601	EPC2	227867	20946988	MESC-J1	IP-MS	10/22/2010
TIP60	81601	VPS72	21427	20946988	MESC-J1	IP-MS	10/22/2010
TIP60	81601	EPC1	13831	20946988	MESC-J1	IP-MS	10/22/2010
TIP60	81601	ING3	71777	20946988	MESC-J1	IP-MS	10/22/2010
TIP60	81601	ACTG2	11468	20946988	MESC-J1	IP-MS	10/22/2010
TIP60	81601	MO4L1	0	20946988	MESC-J1	IP-MS	10/22/2010
TIP60	81601	ACTB	11461	20946988	MESC-J1	IP-MS	10/22/2010
TIP60	81601	ACTG1	11465	20946988	MESC-J1	IP-MS	10/22/2010
TIP60	81601	ACL6A	0	20946988	MESC-J1	IP-MS	10/22/2010
TIP60	81601	CPIN1	0	20946988	MESC-J1	IP-MS	10/22/2010
TIP60	81601	LDHA	16828	20946988	MESC-J1	IP-MS	10/22/2010
TIP60	81601	HDGF	15191	20946988	MESC-J1	IP-MS	10/22/2010
GCN5	14534	TRRAP	100683	20946988	MESC-J1	IP-MS	10/22/2010
GCN5	14534	TAF5L	102162	20946988	MESC-J1	IP-MS	10/22/2010
GCN5	14534	TAD3L	0	20946988	MESC-J1	IP-MS	10/22/2010
GCN5	14534	TAF6L	225895	20946988	MESC-J1	IP-MS	10/22/2010
GCN5	14534	TADA1L	27878	20946988	MESC-J1	IP-MS	10/22/2010
GCN5	14534	KRT2 	0	20946988	MESC-J1	IP-MS	10/22/2010
GCN5	14534	RAE1L	0	20946988	MESC-J1	IP-MS	10/22/2010
GCN5	14534	SUPT3H	109115	20946988	MESC-J1	IP-MS	10/22/2010
GCN5	14534	TAF9	108143	20946988	MESC-J1	IP-MS	10/22/2010
GCN5	14534	TCPG	0	20946988	MESC-J1	IP-MS	10/22/2010
GCN5	14534	PCBP2	18521	20946988	MESC-J1	IP-MS	10/22/2010
GCN5	14534	SF3B3	101943	20946988	MESC-J1	IP-MS	10/22/2010
GCN5	14534	SYD	0	20946988	MESC-J1	IP-MS	10/22/2010
GCN5	14534	LDHA	16828	20946988	MESC-J1	IP-MS	10/22/2010
GCN5	14534	HDGF	15191	20946988	MESC-J1	IP-MS	10/22/2010
E2F4	104394	RBL1	19650	20946988	MESC-J1	IP-MS	10/22/2010
E2F4	104394	TDP1	104884	20946988	MESC-J1	IP-MS	10/22/2010
E2F4	104394	CDC2	107833	20946988	MESC-J1	IP-MS	10/22/2010
E2F4	104394	TDP2	0	20946988	MESC-J1	IP-MS	10/22/2010
E2F4	104394	CCNA2	12428	20946988	MESC-J1	IP-MS	10/22/2010
E2F4	104394	RB	19645	20946988	MESC-J1	IP-MS	10/22/2010
E2F4	104394	TFDP2	211586	20946988	MESC-J1	IP-MS	10/22/2010
E2F4	104394	LDHA	16828	20946988	MESC-J1	IP-MS	10/22/2010
TRIM28	21849	CBX1	12412	1769609	MESC	NA	10/27/2010
HCK	15162	IL6ST	16195	8939963	MESC	NA	10/27/2010
ARNT	11863	HIF1A	15251	10849651	MESC	NA	10/27/2010
PXN	19303	SRC	20779	11791180	MESC	NA	10/27/2010
PXN	19303	PTK2	14083	11791180	MESC	NA	10/27/2010
PXN	19303	PTK2	14083	11791180	MESC	NA	10/27/2010
MED23	70208	MED24	23989	11934987	MESC	NA	10/27/2010
MED23	70208	MED16	216154	11934987	MESC	NA	10/27/2010
TP53	22059	CREBBP	12914	12145208	MESC	NA	10/27/2010
TP53	22059	ETS1	23871	12145208	MESC	NA	10/27/2010
CREBBP	12914	ETS1	23871	12145208	MESC	NA	10/27/2010
CCNA2	12428	CDK2	12566	12646244	MESC	NA	10/27/2010
ERAS	353283	PIK3CA	18706	12774123	MESC	NA	10/27/2010
LEF1	16842	SMAD4	17128	14551209	MESC	NA	10/27/2010
FBXW7	50754	MYC	78688	15103331	MESC	NA	10/27/2010
RB1	19645	CENPF	108000	15861132	MESC	NA	10/27/2010
SOX2	20674	POU5F1	18999	15863505	MESC	NA	10/27/2010
SOX15	20670	POU5F1	18999	15863505	MESC	NA	10/27/2010
PIK3CA	18706	CRK	12928	16129412	MESC	NA	10/27/2010
CXXC1	74322	SETD1A	233904	16253997	MESC	NA	10/27/2010
CDX2	12591	POU5F1	18999	16325584	MESC	NA	10/27/2010
TRRAP	100683	MRN	0	16382133	MESC	NA	10/27/2010
HELLS	15201	DNMT3A	13435	16395332	MESC	NA	10/27/2010
HELLS	15201	DNMT3B	13436	16395332	MESC	NA	10/27/2010
NR6A1	14536	DNMT3A	13435	16631596	MESC	NA	10/27/2010
NR6A1	14536	DNMT3B	13436	16631596	MESC	NA	10/27/2010
WIZ	22404	EHMT2	110147	16702210	MESC	NA	10/27/2010
WIZ	22404	EHMT1	77683	16702210	MESC	NA	10/27/2010
WIZ	22404	CTBP2	13017	16702210	MESC	NA	10/27/2010
NR2E1	21907	ATN1	13498	16702404	MESC	NA	10/27/2010
EIF3A	13669	EIF4B	75705	16763566	MESC	NA	10/27/2010
SALL1	58198	SALL4	99377	16790473	MESC	NA	10/27/2010
NANOG	71950	SMAD1	17125	16801560	MESC	NA	10/27/2010
SALL4	99377	NANOG	71950	16840789	MESC	NA	10/27/2010
SOX2	20674	POU5F1	18999	16978048	MESC	NA	10/27/2010
DNMT3L	54427	DNMT3A	13435	16999741	MESC	NA	10/27/2010
NR6A1	14536	MBD2	17191	17030610	MESC	NA	10/27/2010
NR6A1	14536	MBD3	17192	17030610	MESC	NA	10/27/2010
SOX2	20674	POU5F1	18999	17324942	MESC	NA	10/27/2010
EZH2	14056	SUZ12	52615	17339329	MESC	NA	10/27/2010
SUZ12	52615	EED 	13626	17339329	MESC	NA	10/27/2010
EED	13626	EZH2	14056	17339329	MESC	NA	10/27/2010
CTNNB1	12387	CREBBP	12914	17372190	MESC	NA	10/27/2010
CTNNB1	12387	EP300	328572	17372190	MESC	NA	10/27/2010
MIZF	102423	NPAT	244879	17520687	MESC	NA	10/27/2010
CTNNB1	12387	LEF1	16842	17543867	MESC	NA	10/27/2010
DNMT3L	54427	DNMT3B	13436	17687327	MESC	NA	10/27/2010
DNMT3L	54427	HIST3	15268	17687327	MESC	NA	10/27/2010
TCEA1	21399	EAF2	106389	17892859	MESC	NA	10/27/2010
DNMT3A	13435	DNMT3B	13436	17938196	MESC	NA	10/27/2010
UHRF1	18140	DNMT1	13433	17994007	MESC	NA	10/27/2010
GJA1	14609	GJB3	14620	18055446	MESC	NA	10/27/2010
GJA1	14609	GJC1	353155	18055446	MESC	NA	10/27/2010
NOTCH1	18128	RBPJ	19664	18055449	MESC	NA	10/27/2010
NOTCH2	18129	RBPJ	19664	18055449	MESC	NA	10/27/2010
NANOG	71950	RELA	19697	18223644	MESC	NA	10/27/2010
NANOG	71950	RELB	19698	18223644	MESC	NA	10/27/2010
NANOG	71950	REL	19696	18223644	MESC	NA	10/27/2010
NANOG	71950	SIN3A	20466	18454139	MESC	NA	10/27/2010
NANOG	71950	PML	56188	18454140	MESC	NA	10/27/2010
NANOG	71950	MTA1	116870	18454141	MESC	NA	10/27/2010
NANOG	71950	MTA2	23942	18454141	MESC	NA	10/27/2010
NPM3	18150	HIST4H4	320332	18462200	MESC	NA	10/27/2010
TCF3	21423	TLE2	21886	18467660	MESC	NA	10/27/2010
THAP11	59016	HCFC1	15161	18585351	MESC	NA	10/27/2010
THAP11	59016	HCFC1	15161	18585351	MESC	NA	10/27/2010
CXXC1	74322	DNMT1	13433	18680430	MESC	NA	10/27/2010
ZNF143	20841	POU5F1	18999	18687992	MESC	NA	10/27/2010
EHMT2	110147	EHMT1	77683	18818694	MESC	NA	10/27/2010
ESRRB	26380	NANOG	71950	18957414	MESC	NA	10/27/2010
KLF5	12224	HDAC2	15182	18983969	MESC	NA	10/27/2010
KLF5	12224	MTA2	23942	18983969	MESC	NA	10/27/2010
MED12	59024	NANOG	71950	19036726	MESC	NA	10/27/2010
SOCS3	12702	JAK1	16451	19056487	MESC	NA	10/27/2010
SOCS3	12702	IL6ST	16195	19056487	MESC	NA	10/27/2010
IL6ST	16195	JAK1	16451	19056487	MESC	NA	10/27/2010
CDK2AP1	13445	MBD3	17192	19117947	MESC	NA	10/27/2010
IGF2	27549	HSP90B1	22027	19158397	MESC	NA	10/27/2010
SMAD2	17126	FOXH1	14106	19172185	MESC	NA	10/27/2010
XPO4	57258	SOX2	20674	19349578	MESC	NA	10/27/2010
XPO4	57258	SRY	21674	19349578	MESC	NA	10/27/2010
TDGF1	21667	HSPA5	14828	19421146	MESC	NA	10/27/2010
SALL4	99377	HDAC2	15182	19440552	MESC	NA	10/27/2010
SALL4	99377	RBBP4	19646	19440552	MESC	NA	10/27/2010
SALL4	99377	RBBP7	245688	19440552	MESC	NA	10/27/2010
SALL4	99377	HDAC1	433759	19440552	MESC	NA	10/27/2010
SALL4	99377	MTA1	116870	19440552	MESC	NA	10/27/2010
SALL4	99377	MTA2	23942	19440552	MESC	NA	10/27/2010
LYAR	17089	NCL	17975	19489080	MESC	NA	10/27/2010
POU5F1	18999	CTCF	13018	19536159	MESC	NA	10/27/2010
POU5F1	18999	YY1	22632	19536159	MESC	NA	10/27/2010
IL6ST	16195	LIFR	16880	19544440	MESC	NA	10/27/2010
IL6ST	16195	YES1	22612	19544440	MESC	NA	10/27/2010
LIFR	16880	YES1	22612	19544440	MESC	NA	10/27/2010
IL6ST	16195	PIK3CA	18706	19544440	MESC	NA	10/27/2010
LIFR	16880	PIK3CA	18706	19544440	MESC	NA	10/27/2010
CDK2AP1	13445	CDK2	12566	19564334	MESC	NA	10/27/2010
IL6ST	16195	JAK2	16452	19571885	MESC	NA	10/27/2010
CAV1	12389	PTK2	14083	19625610	MESC	NA	10/27/2010
HELLS	15201	DNMT3B	13436	19650037	MESC	NA	10/27/2010
LIN28	83557	ZCCHC11	230594	19703396	MESC	NA	10/27/2010
ZSCAN10	332221	POU5F1	18999	19740739	MESC	NA	10/27/2010
ZSCAN10	332221	SOX2	20674	19740739	MESC	NA	10/27/2010
DNMT3A	13435	UHRF1	18140	19798101	MESC	NA	10/27/2010
DNMT3B	13436	UHRF1	18140	19798101	MESC	NA	10/27/2010
KLF4	16600	POU5F1	18999	19816951	MESC	NA	10/27/2010
KLF4	16600	SOX2	20674	19816951	MESC	NA	10/27/2010
PAF1	54624	POU5F1	18999	19821493	MESC	NA	10/27/2010
JARID2	16468	SUZ12	52615	20075857	MESC	NA	10/27/2010
JARID2	16468	EZH2	14056	20075857	MESC	NA	10/27/2010
JARID2	16468	EED	13626	20075857	MESC	NA	10/27/2010
ATRX	22589	H3.3	0	20110566	MESC	NA	10/27/2010
ATRX	22589	CBX5	12419	20110566	MESC	NA	10/27/2010
TRIM28	21849	POU5F1	18999	20508149	MESC	NA	10/27/2010
POU5F1	18999	CTNNB1	12387	20736927	MESC	NA	10/27/2010
MIZF	25988	NPAT	4863	17520687	HESC	NA	10/28/2010
NOTCH1	4851	RBPJ	3516	18055449	HESC	NA	10/28/2010
NOTCH2	4853	RBPJ	3516	18055449	HESC	NA	10/28/2010
WWTR1	25937	SMAD2	4087	18568018	HESC	NA	10/28/2010
WWTR1	25937	SMAD3	4088	18568018	HESC	NA	10/28/2010
WWTR1	25937	SMAD4	4089	18568018	HESC	NA	10/28/2010
UTF1	8433	ATF2	2668	9748258	HESC	NA	10/28/2010
SALL1	58198	NANOG	71950	21062744	MESC	NA	12/1/2010
SALL1	58198	SOX2	20674	21062744	MESC	NA	12/1/2010
MEP50	70465	PRMT5	27374	21159818	MESC	NA	2/10/2011
STAT3	20848	PRMT5	27374	21159818	MESC	NA	2/10/2011
